"QDate","FwdMonth","CONTOUR_D","FwdYM","CONTOUR_M","CORR_M","SLOPE_D","FwdType"
2008-12-12,22,-56.7874384615385,"2010-10",,-0.226926633241266,,"WTI _ 22"
2008-12-12,23,-57.1741384615385,"2010-11",,-0.423896048665342,,"WTI _ 23"
2008-12-12,24,-57.6074384615385,"2010-12",,-0.137406975888393,,"WTI _ 24"
2008-12-12,25,-2.71644615384615,"2011-01",,0.522464843804363,,"WTI _ 25"
2008-12-12,26,-2.76907692307692,"2011-02",,0.304039608277936,,"WTI _ 26"
2008-12-12,27,-58.7637384615385,"2011-03",,-0.23393229128374,,"WTI _ 27"
2008-12-12,28,-59.1261384615385,"2011-04",,-0.429166405347839,,"WTI _ 28"
2008-12-12,29,-59.4198384615385,"2011-05",,-0.138775577218643,,"WTI _ 29"
2008-12-12,30,-2.98141538461538,"2011-06",,,-2.71189572649573,"WTI _ 30"
2008-12-12,31,-3.02636923076923,"2011-07",,,,"WTI _ 31"
2008-12-12,32,-60.2732384615385,"2011-08",,,,"WTI _ 32"
2008-12-12,33,-60.5493384615385,"2011-09",,,,"WTI _ 33"
2008-12-15,0,0,"2008-12",0,,,"WTI _ 00"
2008-12-15,1,41.0349923076923,"2009-01",-1.03041538461538,,0,"WTI _ 01"
2008-12-15,2,40.7457307692308,"2009-02",-0.172678388278388,,0.289261538461537,"WTI _ 02"
2008-12-15,3,-5.5894,"2009-03",-1.12344505494505,,,"WTI _ 03"
2008-12-15,4,-6.6434,"2009-04",-4.29000146520147,,,"WTI _ 04"
2008-12-15,5,-7.4417,"2009-05",-5.16453992673993,,,"WTI _ 05"
2008-12-15,6,40.1206384615385,"2009-06",-5.61865421245421,,0.156273076923077,"WTI _ 06"
2008-12-15,7,40.0121153846154,"2009-07",-3.94355677655678,,,"WTI _ 07"
2008-12-15,8,-9.3934,"2009-08",-4.40811684981685,,,"WTI _ 08"
2008-12-15,9,-9.9838,"2009-09",-7.41283553113553,,,"WTI _ 09"
2008-12-15,10,-10.6522,"2009-10",-8.08610512820513,,,"WTI _ 10"
2008-12-15,11,39.6432230769231,"2009-11",-8.37722490842491,,,"WTI _ 11"
2008-12-15,12,39.5365923076923,"2009-12",-6.43849010989011,,0.0973410256410257,"WTI _ 12"
2008-12-15,13,-12.5425,"2010-01",-6.8753,,,"WTI _ 13"
2008-12-15,14,-13.0751,"2010-02",-9.92353882783883,,,"WTI _ 14"
2008-12-15,15,-13.7424,"2010-03",-10.50093003663,,,"WTI _ 15"
2008-12-15,16,39.1499,"2010-04",-10.7838344322344,,,"WTI _ 16"
2008-12-15,17,39.0697615384615,"2010-05",-8.53092454212454,,,"WTI _ 17"
2008-12-15,18,-15.4494,"2010-06",-8.88799706959707,,,"WTI _ 18"
2008-12-15,19,-16.0662,"2010-07",-12.1207571428571,,,"WTI _ 19"
2008-12-15,20,-16.5817,"2010-08",-12.5524051282051,,,"WTI _ 20"
2008-12-15,21,38.7284230769231,"2010-09",-12.7228490842491,,,"WTI _ 21"
2008-12-15,22,38.6520230769231,"2010-10",-10.3233333333333,,,"WTI _ 22"
2008-12-15,23,-18.0517,"2010-11",-10.6216128205128,,,"WTI _ 23"
2008-12-15,24,-18.5067,"2010-12",-13.8547791208791,,,"WTI _ 24"
2008-12-15,25,-18.9234,"2011-01",-14.2218146520147,,,"WTI _ 25"
2008-12-15,26,38.3961769230769,"2011-02",-14.2624791208791,,,"WTI _ 26"
2008-12-15,27,38.3290538461538,"2011-03",-11.7318619047619,,,"WTI _ 27"
2008-12-15,28,-20.0922,"2011-04",-12.0226974358974,,,"WTI _ 28"
2008-12-15,29,-20.3953,"2011-05",-15.2536293040293,,,"WTI _ 29"
2008-12-15,30,-20.7122,"2011-06",-15.5486058608059,0.488712501957537,3.34715512820513,"WTI _ 30"
2008-12-15,31,38.1297615384615,"2011-07",-15.5406809523809,,,"WTI _ 31"
2008-12-15,32,38.0891153846154,"2011-08",-12.8198604395604,,,"WTI _ 32"
2008-12-15,33,-21.5619,"2011-09",-13.063536996337,,,"WTI _ 33"
2008-12-16,0,0,"2008-12",,,,"WTI _ 00"
2008-12-16,1,-2.1029,"2009-01",,,0,"WTI _ 01"
2008-12-16,2,38.4721,"2009-02",,,-40.575,"WTI _ 02"
2008-12-16,3,38.2139923076923,"2009-03",,,,"WTI _ 03"
2008-12-16,4,-6.8842,"2009-04",,,,"WTI _ 04"
2008-12-16,5,-7.7369,"2009-05",,,,"WTI _ 05"
2008-12-16,6,-8.4273,"2009-06",,,11.72485,"WTI _ 06"
2008-12-16,7,37.6826692307692,"2009-07",,,,"WTI _ 07"
2008-12-16,8,37.5762846153846,"2009-08",,,,"WTI _ 08"
2008-12-16,9,-10.568,"2009-09",,,,"WTI _ 09"
2008-12-16,10,-11.3118,"2009-10",,,,"WTI _ 10"
2008-12-16,11,-11.8793,"2009-11",,,,"WTI _ 11"
2008-12-16,12,37.1684692307692,"2009-12",,,-7.59929487179487,"WTI _ 12"
2008-12-16,13,37.0704692307692,"2010-01",,,,"WTI _ 13"
2008-12-16,14,-13.6972,"2010-02",,,,"WTI _ 14"
2008-12-16,15,-14.3505,"2010-03",,,,"WTI _ 15"
2008-12-16,16,-14.9704,"2010-04",,,,"WTI _ 16"
2008-12-16,17,36.7195615384615,"2010-05",,,,"WTI _ 17"
2008-12-16,18,36.6387461538462,"2010-06",,,,"WTI _ 18"
2008-12-16,19,-16.5928,"2010-07",,,,"WTI _ 19"
2008-12-16,20,-17.0864,"2010-08",,,,"WTI _ 20"
2008-12-16,21,-17.6009,"2010-09",,,,"WTI _ 21"
2008-12-16,22,36.3193615384615,"2010-10",,,,"WTI _ 22"
2008-12-16,23,36.2564076923077,"2010-11",,,,"WTI _ 23"
2008-12-16,24,-18.9242,"2010-12",,,,"WTI _ 24"
2008-12-16,25,-19.3209,"2011-01",,,,"WTI _ 25"
2008-12-16,26,-19.663,"2011-02",,,,"WTI _ 26"
2008-12-16,27,36.0107,"2011-03",,,,"WTI _ 27"
2008-12-16,28,35.9549461538462,"2011-04",,,,"WTI _ 28"
2008-12-16,29,-20.7338,"2011-05",,,,"WTI _ 29"
2008-12-16,30,-21.03,"2011-06",,,3.23324829059829,"WTI _ 30"
2008-12-16,31,-21.3119,"2011-07",,,,"WTI _ 31"
2008-12-16,32,35.7830846153846,"2011-08",,,,"WTI _ 32"
2008-12-16,33,35.7411923076923,"2011-09",,,,"WTI _ 33"
2008-12-17,0,0,"2008-12",,0.401069211883734,,"WTI _ 00"
2008-12-17,1,-2.055,"2009-01",,0.196582278211045,0,"WTI _ 01"
2008-12-17,2,-4.06619999999999,"2009-02",,-0.113620371601866,2.0112,"WTI _ 02"
2008-12-17,3,38.5071384615385,"2009-03",,-0.28620241191158,,"WTI _ 03"
2008-12-17,4,38.3267384615385,"2009-04",,-0.162748849030018,,"WTI _ 04"
2008-12-17,5,-7.833,"2009-05",,0.418186695210041,,"WTI _ 05"
2008-12-17,6,-8.5575,"2009-06",,0.194721997513419,1.122825,"WTI _ 06"
2008-12-17,7,-9.3648,"2009-07",,-0.120182048987575,,"WTI _ 07"
2008-12-17,8,37.8482769230769,"2009-08",,-0.295802928665435,,"WTI _ 08"
2008-12-17,9,37.7490923076923,"2009-09",,-0.170726460535998,,"WTI _ 09"
2008-12-17,10,-11.4166,"2009-10",,0.439840225250896,,"WTI _ 10"
2008-12-17,11,-11.9714,"2009-11",,0.195702319759441,,"WTI _ 11"
2008-12-17,12,-12.6439,"2009-12",,-0.128736355134907,0.681066666666666,"WTI _ 12"
2008-12-17,13,37.3533538461539,"2010-01",,-0.305774110226076,,"WTI _ 13"
2008-12-17,14,37.2788615384615,"2010-02",,-0.178103063878188,,"WTI _ 14"
2008-12-17,15,-14.3604,"2010-03",,0.459113445294435,,"WTI _ 15"
2008-12-17,16,-14.9373,"2010-04",,0.197041548309541,,"WTI _ 16"
2008-12-17,17,-15.403,"2010-05",,-0.136382419166011,,"WTI _ 17"
2008-12-17,18,36.9498615384615,"2010-06",,-0.315206671203632,,"WTI _ 18"
2008-12-17,19,36.8652,"2010-07",,-0.184349762589568,,"WTI _ 19"
2008-12-17,20,-16.8957,"2010-08",,0.476036278530406,,"WTI _ 20"
2008-12-17,21,-17.3697,"2010-09",,0.198194735017183,,"WTI _ 21"
2008-12-17,22,-17.803,"2010-10",,-0.142673332041443,,"WTI _ 22"
2008-12-17,23,36.5981538461538,"2010-11",,-0.323023805122077,,"WTI _ 23"
2008-12-17,24,36.537,"2010-12",,-0.188908117079847,,"WTI _ 24"
2008-12-17,25,-18.9297,"2011-01",,0.49031657478202,,"WTI _ 25"
2008-12-17,26,-19.2367,"2011-02",,0.197989720712232,,"WTI _ 26"
2008-12-17,27,-19.6104,"2011-03",,-0.147313125622339,,"WTI _ 27"
2008-12-17,28,36.3275384615385,"2011-04",,-0.327918517224759,,"WTI _ 28"
2008-12-17,29,36.2871076923077,"2011-05",,-0.191572053257493,,"WTI _ 29"
2008-12-17,30,-20.4625,"2011-06",,,0.434366666666666,"WTI _ 30"
2008-12-17,31,-20.7135,"2011-07",,,,"WTI _ 31"
2008-12-17,32,-20.933,"2011-08",,,,"WTI _ 32"
2008-12-17,33,36.137,"2011-09",,,,"WTI _ 33"
2008-12-18,0,0,"2008-12",,,,"WTI _ 00"
2008-12-18,1,-39.1334923076923,"2009-01",,,0,"WTI _ 01"
2008-12-18,2,-41.3052923076923,"2009-02",,,2.1718,"WTI _ 02"
2008-12-18,3,-43.2235923076923,"2009-03",,,,"WTI _ 03"
2008-12-18,4,-1.18256923076923,"2009-04",,,,"WTI _ 04"
2008-12-18,5,-1.36364615384615,"2009-05",,,,"WTI _ 05"
2008-12-18,6,-46.7212923076923,"2009-06",,,1.354,"WTI _ 06"
2008-12-18,7,-47.6303923076923,"2009-07",,,,"WTI _ 07"
2008-12-18,8,-48.3861923076923,"2009-08",,,,"WTI _ 08"
2008-12-18,9,-1.86366153846154,"2009-09",,,,"WTI _ 09"
2008-12-18,10,-1.97753846153846,"2009-10",,,,"WTI _ 10"
2008-12-18,11,-50.3820923076923,"2009-11",,,,"WTI _ 11"
2008-12-18,12,-51.0767923076923,"2009-12",,,0.725916666666667,"WTI _ 12"
2008-12-18,13,-51.7168923076923,"2010-01",,,,"WTI _ 13"
2008-12-18,14,-2.34596923076923,"2010-02",,,,"WTI _ 14"
2008-12-18,15,-2.44263076923077,"2010-03",,,,"WTI _ 15"
2008-12-18,16,-53.4275923076923,"2010-04",,,,"WTI _ 16"
2008-12-18,17,-53.9024923076923,"2010-05",,,,"WTI _ 17"
2008-12-18,18,-54.3985923076923,"2010-06",,,,"WTI _ 18"
2008-12-18,19,-2.7688,"2010-07",,,,"WTI _ 19"
2008-12-18,20,-2.8404,"2010-08",,,,"WTI _ 20"
2008-12-18,21,-55.9094923076923,"2010-09",,,,"WTI _ 21"
2008-12-18,22,-56.3527923076923,"2010-10",,,,"WTI _ 22"
2008-12-18,23,-56.7294923076923,"2010-11",,,,"WTI _ 23"
2008-12-18,24,-3.10052307692308,"2010-12",,,,"WTI _ 24"
2008-12-18,25,-3.15384615384615,"2011-01",,,,"WTI _ 25"
2008-12-18,26,-57.7610923076923,"2011-02",,,,"WTI _ 26"
2008-12-18,27,-58.1237923076923,"2011-03",,,,"WTI _ 27"
2008-12-18,28,-58.4374923076923,"2011-04",,,,"WTI _ 28"
2008-12-18,29,-3.34278461538461,"2011-05",,,,"WTI _ 29"
2008-12-18,30,-3.38201538461538,"2011-06",,0.530861801990601,-2.64970982905983,"WTI _ 30"
2008-12-18,31,-59.1864923076923,"2011-07",,,,"WTI _ 31"
2008-12-18,32,-59.3964923076923,"2011-08",,,,"WTI _ 32"
2008-12-18,33,-59.6256923076923,"2011-09",,,,"WTI _ 33"
2008-12-19,0,0,"2008-12",,,,"WTI _ 00"
2008-12-19,1,-0.278461538461538,"2009-01",,,0,"WTI _ 01"
2008-12-19,2,-39.1915384615385,"2009-02",,,38.9130769230769,"WTI _ 02"
2008-12-19,3,-41.2415384615385,"2009-03",,,,"WTI _ 03"
2008-12-19,4,-42.8515384615385,"2009-04",,,,"WTI _ 04"
2008-12-19,5,-1.38461538461538,"2009-05",,,,"WTI _ 05"
2008-12-19,6,-1.54153846153846,"2009-06",,,-9.4125,"WTI _ 06"
2008-12-19,7,-46.2415384615385,"2009-07",,,,"WTI _ 07"
2008-12-19,8,-47.0615384615385,"2009-08",,,,"WTI _ 08"
2008-12-19,9,-47.7815384615385,"2009-09",,,,"WTI _ 09"
2008-12-19,10,-2.05692307692308,"2009-10",,,,"WTI _ 10"
2008-12-19,11,-2.15076923076923,"2009-11",,,,"WTI _ 11"
2008-12-19,12,-49.9315384615385,"2009-12",,,8.065,"WTI _ 12"
2008-12-19,13,-50.6315384615385,"2010-01",,,,"WTI _ 13"
2008-12-19,14,-51.1815384615385,"2010-02",,,,"WTI _ 14"
2008-12-19,15,-2.56769230769231,"2010-03",,,,"WTI _ 15"
2008-12-19,16,-2.66923076923077,"2010-04",,,,"WTI _ 16"
2008-12-19,17,-53.0715384615385,"2010-05",,,,"WTI _ 17"
2008-12-19,18,-53.6115384615385,"2010-06",,,,"WTI _ 18"
2008-12-19,19,-54.2315384615385,"2010-07",,,,"WTI _ 19"
2008-12-19,20,-3.00615384615385,"2010-08",,,,"WTI _ 20"
2008-12-19,21,-3.08153846153846,"2010-09",,,,"WTI _ 21"
2008-12-19,22,-55.6815384615385,"2010-10",,,,"WTI _ 22"
2008-12-19,23,-56.0715384615385,"2010-11",,,,"WTI _ 23"
2008-12-19,24,-56.4715384615385,"2010-12",,,,"WTI _ 24"
2008-12-19,25,-3.33076923076923,"2011-01",,,,"WTI _ 25"
2008-12-19,26,-3.38153846153846,"2011-02",,,,"WTI _ 26"
2008-12-19,27,-57.5515384615385,"2011-03",,,,"WTI _ 27"
2008-12-19,28,-57.9015384615385,"2011-04",,,,"WTI _ 28"
2008-12-19,29,-58.1815384615385,"2011-05",,,,"WTI _ 29"
2008-12-19,30,-3.58,"2011-06",,,-2.57508547008547,"WTI _ 30"
2008-12-19,31,-3.62153846153846,"2011-07",,,,"WTI _ 31"
2008-12-19,32,-58.9615384615385,"2011-08",,,,"WTI _ 32"
2008-12-19,33,-59.2115384615385,"2011-09",,,,"WTI _ 33"
2008-12-22,0,0,"2008-12",,0.45474431795122,,"WTI _ 00"
2008-12-22,1,36.3892307692308,"2009-01",,0.0100152722368751,0,"WTI _ 01"
2008-12-22,2,36.0646153846154,"2009-02",,-0.114846237106125,0.324615384615385,"WTI _ 02"
2008-12-22,3,-5.08,"2009-03",,-0.245990415505852,,"WTI _ 03"
2008-12-22,4,-6.54,"2009-04",,-0.0879009886413278,,"WTI _ 04"
2008-12-22,5,-7.75,"2009-05",,0.471376531032943,,"WTI _ 05"
2008-12-22,6,35.2169230769231,"2009-06",,0.00117903909944229,0.211923076923077,"WTI _ 06"
2008-12-22,7,35.0692307692308,"2009-07",,-0.118058255180115,,"WTI _ 07"
2008-12-22,8,-10.45,"2009-08",,-0.253955203744656,,"WTI _ 08"
2008-12-22,9,-11.2,"2009-09",,-0.093787918229079,,"WTI _ 09"
2008-12-22,10,-12.04,"2009-10",,0.494961981587623,,"WTI _ 10"
2008-12-22,11,34.6046153846154,"2009-11",,-0.00422102349568038,,"WTI _ 11"
2008-12-22,12,34.4876923076923,"2009-12",,-0.125778545024571,0.121538461538462,"WTI _ 12"
2008-12-22,13,-14.13,"2010-01",,-0.262429777088427,,"WTI _ 13"
2008-12-22,14,-14.68,"2010-02",,-0.0996411326669252,,"WTI _ 14"
2008-12-22,15,-15.38,"2010-03",,0.516286431760247,,"WTI _ 15"
2008-12-22,16,34.0861538461538,"2010-04",,-0.00856442444995303,,"WTI _ 16"
2008-12-22,17,34.0046153846154,"2010-05",,-0.132669045916564,,"WTI _ 17"
2008-12-22,18,-17.11,"2010-06",,-0.270276547348117,,"WTI _ 18"
2008-12-22,19,-17.73,"2010-07",,-0.1046321503204,,"WTI _ 19"
2008-12-22,20,-18.23,"2010-08",,0.535116805236517,,"WTI _ 20"
2008-12-22,21,33.6738461538462,"2010-09",,-0.011781634634439,,"WTI _ 21"
2008-12-22,22,33.6030769230769,"2010-10",,-0.138063027863553,,"WTI _ 22"
2008-12-22,23,-19.57,"2010-11",,-0.276915852555632,,"WTI _ 23"
2008-12-22,24,-20,"2010-12",,-0.10823985590698,,"WTI _ 24"
2008-12-22,25,-20.39,"2011-01",,0.55115787193784,,"WTI _ 25"
2008-12-22,26,33.3661538461538,"2011-02",,-0.0147014690346202,,"WTI _ 26"
2008-12-22,27,33.3046153846154,"2011-03",,-0.141921347909646,,"WTI _ 27"
2008-12-22,28,-21.47,"2011-04",,-0.280965203345483,,"WTI _ 28"
2008-12-22,29,-21.76,"2011-05",,-0.110328858118293,,"WTI _ 29"
2008-12-22,30,-22.06,"2011-06",,,3.14153846153846,"WTI _ 30"
2008-12-22,31,33.1184615384615,"2011-07",,,,"WTI _ 31"
2008-12-22,32,33.08,"2011-08",,,,"WTI _ 32"
2008-12-22,33,-22.84,"2011-09",,,,"WTI _ 33"
2008-12-23,0,0,"2008-12",,,,"WTI _ 00"
2008-12-23,1,-1.20800000000001,"2009-01",,,0,"WTI _ 01"
2008-12-23,2,32.8638,"2009-02",,,-34.0718,"WTI _ 02"
2008-12-23,3,32.5693076923077,"2009-03",,,,"WTI _ 03"
2008-12-23,4,-6.9267,"2009-04",,,,"WTI _ 04"
2008-12-23,5,-8.1275,"2009-05",,,,"WTI _ 05"
2008-12-23,6,-9.04450000000001,"2009-06",,,10.477075,"WTI _ 06"
2008-12-23,7,31.8720307692308,"2009-07",,,,"WTI _ 07"
2008-12-23,8,31.7497384615385,"2009-08",,,,"WTI _ 08"
2008-12-23,9,-11.5257,"2009-09",,,,"WTI _ 09"
2008-12-23,10,-12.37,"2009-10",,,,"WTI _ 10"
2008-12-23,11,-13.0053,"2009-11",,,,"WTI _ 11"
2008-12-23,12,31.2882461538462,"2009-12",,,-6.72212435897436,"WTI _ 12"
2008-12-23,13,31.1795076923077,"2010-01",,,,"WTI _ 13"
2008-12-23,14,-15.0247,"2010-02",,,,"WTI _ 14"
2008-12-23,15,-15.7217,"2010-03",,,,"WTI _ 15"
2008-12-23,16,-16.381,"2010-04",,,,"WTI _ 16"
2008-12-23,17,30.8049230769231,"2010-05",,,,"WTI _ 17"
2008-12-23,18,30.7211230769231,"2010-06",,,,"WTI _ 18"
2008-12-23,19,-18.0695,"2010-07",,,,"WTI _ 19"
2008-12-23,20,-18.5691,"2010-08",,,,"WTI _ 20"
2008-12-23,21,-19.0633,"2010-09",,,,"WTI _ 21"
2008-12-23,22,30.4035846153846,"2010-10",,,,"WTI _ 22"
2008-12-23,23,30.3430769230769,"2010-11",,,,"WTI _ 23"
2008-12-23,24,-20.34,"2010-12",,,,"WTI _ 24"
2008-12-23,25,-20.7267,"2011-01",,,,"WTI _ 25"
2008-12-23,26,-21.0579,"2011-02",,,,"WTI _ 26"
2008-12-23,27,30.1051538461538,"2011-03",,,,"WTI _ 27"
2008-12-23,28,30.0504615384615,"2011-04",,,,"WTI _ 28"
2008-12-23,29,-22.1029,"2011-05",,,,"WTI _ 29"
2008-12-23,30,-22.3959,"2011-06",,0.532242094555773,2.98245256410256,"WTI _ 30"
2008-12-23,31,-22.671,"2011-07",,,,"WTI _ 31"
2008-12-23,32,29.8806,"2011-08",,,,"WTI _ 32"
2008-12-23,33,29.8403692307692,"2011-09",,,,"WTI _ 33"
2008-12-24,0,0,"2008-12",,,,"WTI _ 00"
2008-12-24,1,-1.20800000000001,"2009-01",,,0,"WTI _ 01"
2008-12-24,2,-3.49890000000001,"2009-02",,,2.2909,"WTI _ 02"
2008-12-24,3,32.2276923076923,"2009-03",,,,"WTI _ 03"
2008-12-24,4,32.0151230769231,"2009-04",,,,"WTI _ 04"
2008-12-24,5,-7.85400000000001,"2009-05",,,,"WTI _ 05"
2008-12-24,6,-8.7755,"2009-06",,,1.31915,"WTI _ 06"
2008-12-24,7,-9.75,"2009-07",,,,"WTI _ 07"
2008-12-24,8,31.4120461538461,"2009-08",,,,"WTI _ 08"
2008-12-24,9,31.2860461538462,"2009-09",,,,"WTI _ 09"
2008-12-24,10,-12.3355,"2009-10",,,,"WTI _ 10"
2008-12-24,11,-13.0279,"2009-11",,,,"WTI _ 11"
2008-12-24,12,-13.8491,"2009-12",,,0.8456,"WTI _ 12"
2008-12-24,13,30.7970461538462,"2010-01",,,,"WTI _ 13"
2008-12-24,14,30.7086307692308,"2010-02",,,,"WTI _ 14"
2008-12-24,15,-15.8848,"2010-03",,,,"WTI _ 15"
2008-12-24,16,-16.5586,"2010-04",,,,"WTI _ 16"
2008-12-24,17,-17.107,"2010-05",,,,"WTI _ 17"
2008-12-24,18,30.323,"2010-06",,,,"WTI _ 18"
2008-12-24,19,30.227,"2010-07",,,,"WTI _ 19"
2008-12-24,20,-18.8055,"2010-08",,,,"WTI _ 20"
2008-12-24,21,-19.3233,"2010-09",,,,"WTI _ 21"
2008-12-24,22,-19.8067,"2010-10",,,,"WTI _ 22"
2008-12-24,23,29.9315384615385,"2010-11",,,,"WTI _ 23"
2008-12-24,24,29.8653846153846,"2010-12",,,,"WTI _ 24"
2008-12-24,25,-21.0367,"2011-01",,,,"WTI _ 25"
2008-12-24,26,-21.3679,"2011-02",,,,"WTI _ 26"
2008-12-24,27,-21.7665,"2011-03",,,,"WTI _ 27"
2008-12-24,28,29.6389230769231,"2011-04",,,,"WTI _ 28"
2008-12-24,29,29.5946153846154,"2011-05",,,,"WTI _ 29"
2008-12-24,30,-22.6927,"2011-06",,,0.491311111111111,"WTI _ 30"
2008-12-24,31,-22.9575,"2011-07",,,,"WTI _ 31"
2008-12-24,32,-23.193,"2011-08",,,,"WTI _ 32"
2008-12-24,33,29.4355692307692,"2011-09",,,,"WTI _ 33"
2008-12-26,0,0,"2008-12",,0.475020449813942,,"WTI _ 00"
2008-12-26,1,-31.7827692307692,"2009-01",,-0.0873590187195761,0,"WTI _ 01"
2008-12-26,2,-33.9975692307692,"2009-02",,-0.091098148804002,2.2148,"WTI _ 02"
2008-12-26,3,-35.8189692307692,"2009-03",,-0.256573164891404,,"WTI _ 03"
2008-12-26,4,-1.01487692307692,"2009-04",,-0.0399198586302263,,"WTI _ 04"
2008-12-26,5,-1.20969230769231,"2009-05",,0.491514626988107,,"WTI _ 05"
2008-12-26,6,-39.5498692307692,"2009-06",,-0.101030492653854,1.388075,"WTI _ 06"
2008-12-26,7,-40.6771692307692,"2009-07",,-0.0902841669097747,,"WTI _ 07"
2008-12-26,8,-41.6207692307692,"2009-08",,-0.264859408620658,,"WTI _ 08"
2008-12-26,9,-1.83055384615385,"2009-09",,-0.0464190000556409,,"WTI _ 09"
2008-12-26,10,-1.98475384615385,"2009-10",,0.516220407845467,,"WTI _ 10"
2008-12-26,11,-44.2833692307692,"2009-11",,-0.110367332025606,,"WTI _ 11"
2008-12-26,12,-45.1757692307692,"2009-12",,-0.0953100855427993,0.937649999999999,"WTI _ 12"
2008-12-26,13,-45.9733692307692,"2010-01",,-0.27321641472938,,"WTI _ 13"
2008-12-26,14,-2.45563076923077,"2010-02",,-0.0517172977419486,,"WTI _ 14"
2008-12-26,15,-2.57584615384615,"2010-03",,0.53862645736647,,"WTI _ 15"
2008-12-26,16,-48.1083692307692,"2010-04",,-0.118510351578711,,"WTI _ 16"
2008-12-26,17,-48.7027692307692,"2010-05",,-0.0999300884602097,,"WTI _ 17"
2008-12-26,18,-49.3252692307692,"2010-06",,-0.280912886922921,,"WTI _ 18"
2008-12-26,19,-2.98403076923077,"2010-07",,-0.0561311612436235,,"WTI _ 19"
2008-12-26,20,-3.07098461538461,"2010-08",,0.558356559091207,,"WTI _ 20"
2008-12-26,21,-51.1607692307692,"2010-09",,-0.12504030478787,,"WTI _ 21"
2008-12-26,22,-51.6940692307692,"2010-10",,-0.1033853384145,,"WTI _ 22"
2008-12-26,23,-52.1557692307692,"2010-11",,-0.287360503877413,,"WTI _ 23"
2008-12-26,24,-3.38769230769231,"2010-12",,-0.0590471362933501,,"WTI _ 24"
2008-12-26,25,-3.45589230769231,"2011-01",,0.57522370679334,,"WTI _ 25"
2008-12-26,26,-53.4691692307692,"2011-02",,-0.130391838863511,,"WTI _ 26"
2008-12-26,27,-53.9194692307692,"2011-03",,-0.105708366314925,,"WTI _ 27"
2008-12-26,28,-54.3167692307692,"2011-04",,-0.291070582379855,,"WTI _ 28"
2008-12-26,29,-3.69406153846154,"2011-05",,-0.0605953523541312,,"WTI _ 29"
2008-12-26,30,-3.7444,"2011-06",,,-2.30174273504274,"WTI _ 30"
2008-12-26,31,-55.2822692307692,"2011-07",,,,"WTI _ 31"
2008-12-26,32,-55.5559692307692,"2011-08",,,,"WTI _ 32"
2008-12-26,33,-55.8536692307692,"2011-09",,,,"WTI _ 33"
2008-12-29,0,0,"2008-12",,,,"WTI _ 00"
2008-12-29,1,-0.175384615384615,"2009-01",,,0,"WTI _ 01"
2008-12-29,2,-36.5865692307692,"2009-02",,,36.4111846153846,"WTI _ 02"
2008-12-29,3,-38.3584692307692,"2009-03",,,,"WTI _ 03"
2008-12-29,4,-39.8040692307692,"2009-04",,,,"WTI _ 04"
2008-12-29,5,-1.20884615384615,"2009-05",,,,"WTI _ 05"
2008-12-29,6,-1.38,"2009-06",,,-8.80164230769231,"WTI _ 06"
2008-12-29,7,-43.4116692307692,"2009-07",,,,"WTI _ 07"
2008-12-29,8,-44.3907692307692,"2009-08",,,,"WTI _ 08"
2008-12-29,9,-45.3250692307692,"2009-09",,,,"WTI _ 09"
2008-12-29,10,-2.01203076923077,"2009-10",,,,"WTI _ 10"
2008-12-29,11,-2.13538461538462,"2009-11",,,,"WTI _ 11"
2008-12-29,12,-48.0321692307692,"2009-12",,,7.77536153846154,"WTI _ 12"
2008-12-29,13,-48.8433692307692,"2010-01",,,,"WTI _ 13"
2008-12-29,14,-49.4623692307692,"2010-02",,,,"WTI _ 14"
2008-12-29,15,-2.61123076923077,"2010-03",,,,"WTI _ 15"
2008-12-29,16,-2.72424615384615,"2010-04",,,,"WTI _ 16"
2008-12-29,17,-51.5757692307692,"2010-05",,,,"WTI _ 17"
2008-12-29,18,-52.2052692307692,"2010-06",,,,"WTI _ 18"
2008-12-29,19,-52.9069692307692,"2010-07",,,,"WTI _ 19"
2008-12-29,20,-3.10790769230769,"2010-08",,,,"WTI _ 20"
2008-12-29,21,-3.19538461538462,"2010-09",,,,"WTI _ 21"
2008-12-29,22,-54.5774692307692,"2010-10",,,,"WTI _ 22"
2008-12-29,23,-55.0736692307692,"2010-11",,,,"WTI _ 23"
2008-12-29,24,-55.5907692307692,"2010-12",,,,"WTI _ 24"
2008-12-29,25,-3.50784615384615,"2011-01",,,,"WTI _ 25"
2008-12-29,26,-3.56841538461538,"2011-02",,,,"WTI _ 26"
2008-12-29,27,-56.9516692307692,"2011-03",,,,"WTI _ 27"
2008-12-29,28,-57.3872692307692,"2011-04",,,,"WTI _ 28"
2008-12-29,29,-57.7407692307692,"2011-05",,,,"WTI _ 29"
2008-12-29,30,-3.82021538461538,"2011-06",,0.566989203987005,-2.45621965811966,"WTI _ 30"
2008-12-29,31,-3.87415384615385,"2011-07",,,,"WTI _ 31"
2008-12-29,32,-58.7550692307692,"2011-08",,,,"WTI _ 32"
2008-12-29,33,-59.0888692307692,"2011-09",,,,"WTI _ 33"
2008-12-30,0,0,"2008-12",,,,"WTI _ 00"
2008-12-30,1,33.9153846153846,"2009-01",,,0,"WTI _ 01"
2008-12-30,2,33.5664,"2009-02",,,0.348984615384615,"WTI _ 02"
2008-12-30,3,-5.2191,"2009-03",,,,"WTI _ 03"
